1.12E+18,"Can the MeToo movement please explain this to me? When I received my training on SexualHarrassment, everything this Female Comedian does to this Gay Man &amp; athlete is illegal. I'm horrified for him. Someone explain. Now. ",N
1.12E+18,"As a woman and a member of the metoo movement, I do not want to get to a space where people are afraid to touch each other. Touch, along with smiles, kind words, and more—so important.",F
1.12E+18,"2017: MeToo explodes &amp; @TIMESUPUK movement is born. Someone resigns from government for “touching someones knee”. A new wave of feminism begins... 2019: The dust has settled... 
Stupid and poignant &amp; quite funny Nottingham
 ",N
1.12E+18,"The results are in! The MeToo movement is arguably one of the country’s most impactful and publicized movements in recent times. Take a look at feedback on the movement through the Black lens! EBONYAttitudes  

",F
1.12E+18,"Why JOE ""FEELIN'"" BIDEN won't win Democrat nomination:
Needs to win over party members than are radical left
Touchy-feely behavior KO by MeToo Movement
Self-confessed gaffe machine
Escape long poor decisions on record
Turns 78 days after 2020 election

However, FAVORED TO WIN!!",N
1.12E+18,"Liberals have long feared that conservatives would make use of the MeToo movement to attack Democratic politicians, and the first allegation against Fairfax did come to light through conservative media. ",N
1.12E+18,"""the ultimate object of his affections ... is … his doe-eyed undocumented Albanian maid""

HAVE WE LEARNED NOTHING FROM THE METOO MOVEMENT THAT THE SEXUAL EXPLOITATION OFNUNDOCUMENTED WORKERS IS NOW A OK FOR PSEUDO ROMANCES?!?!

",F
1.12E+18,ANITA HILL wants accountability :unamused_face:wow ... shameful how women abused the metoo movement :unamused_face:@JoeBiden BEEEEEN SAID HE REGRETS HE DIDNT BELIEVE HER ect. :unamused_face:EVERYBODY scared of JOE BIDEN:unamused_face:it’s aggy:sneezing_face:,A
1.12E+18,Finally women came with metoo movement to talk about their experiences of sexual assaults and I guess its time for men to come up with a movement to get rid of this social stigma of men that shouldn’t talk about their feelings.... etc men are humans too ,F
1.12E+18,"This story is typical. The bad guy gets to become a supreme court justice and those that tried to stop him didn’t do enough, so let’s have eight years of a pussy grabbing president. The MeToo purest view of the world is a movement that only one side recognizes, so good men...",N
1.12E+18,"Just in... The Earth joins the MeToo movement.. 
No means No.. ",F
1.12E+18,Why workplace sexual-harassment complaints keep climbing. Big increase since the beginning of the Metoo movement.  ,N
1.12E+18,The MeToo movement matters. Show your support by downloading the MNFST app and join the movement today :rocket:  metoo,F
1.12E+18,"If you can still vote for biden after reading Anita Hill's perspective, don't call yourself an ally of the MeToo movement. ",F
1.12E+18,Is taylor swift taking the piss out of the metoo movement by calling her next album Me? MeOutNow,F
1.12E+18,"If @NUSingapore wants to be the leading University in Asia, it has to recognize its failures, and prevent such atrocities from happening. Sexual misconduct should not happen, not now or ever. The MeToo  Movement should’ve taught NUS all that, but it didn’t.",F
1.12E+18,I’m just going to say it. We’ve fought so hard for the metoo movement and calling trump out for sexual assault yet you’re all so excited about @JoeBiden announcing his presidency.,F
1.12E+18,Russell Westbrook claimed that Lillard violated OKC in a way similar to the MeToo movement.,N
1.12E+18,The face of Japan's MeToo movement ,N
1.12E+18,"Fucking MeToo movement happening in this Fiargo castle in Final Fantasy VI. I’m not being disrespectful. I’m being serious. It’s creepy and weird. 

King is creeping on main character and the staff is talking about how he does it to everyone. 

Ugh. CRINGE.",A
1.12E+18,"All harassment is not the same. Some women, honestly, face harsher treatment after the fact. Let's not act like MeToo didn't center one group's treatment over another's, despite the creator behind the movement. I'm not afforded naivete in this skin.",A
1.12E+18,"If the Democrat Party, the so-called 'official endorsers"" of the MeToo movement, allows perverted ""Pedo-Joe"" to run for POTUS with impunity, it will backfire on them on a level never before seen in the history of their Party.

",N
1.12E+18,"2 YEARS of Liberals banging on  Identity Politics drum. 
Lambasting old, White men &amp; how we need leaders who are more intersectional. 
Feminists weaponizing the MeToo movement as means to castigate men. 

So naturally Libs go all in on JoeBiden2020 
CreepyJoe
LiberalHypocrisy",A
1.12E+18,"“It’s definitely going to come up”
“I don’t know how exactly he is going to handle it, but there will be scrutiny of the Anita Hill issue, which I think resonates in a different way today. So he has to be able to respond to it in the context now of the MeToo movement”",N
1.12E+18,What happened to the MeToo movement? Why aren’t they saying we don’t want rapists to vote???,N
1.12E+18,The MeToo founder says the movement isn't just for women ,N
1.12E+18,"AnitaHill isn't accepting JoeBiden's utterly insincere apology &amp; neither would I: it would only be real if he removed ClarenceThomas from the US SupremeCourt; short of that, it's just a cynical maneuver to neutralize the MeToo movement...
",F
1.12E+18,"

Where is the metoo movement. These people are sexually assaulting the earth. The earth was not able to consent to this.",N
1.12E+18,"Cant believe the defense from the masses about Michael Jackson. Aren't we supposed to support the metoo movement? Does it not count because its boys and not girls? 
LeavingNeverland",F
1.12E+18,Don’t usually get political on here but I was confused. Does the MeToo movement only apply to one party?,N
1.12E+18,"Bridget Kelly to @Rachel @maddow: Some of the coverage of her would fall under the MeToo movement if it happened today.

AH???... Cuz you just gotta smile in front of those naughty boys when you hold children on school buses for hours and hours??",F
1.12E+18,"Prior to the Metoo movement beginning, there were sluts in SanFrancisco wishing to make themselves normative to culture, and demanding an end to stigma against them, I think?

Anyway, when are they coming back? Protest trends like that return, right?

UFOJokes AliensToo:alien: ",A
1.12E+18,"Bridget Kelly said some of the coverage of her would fall under the MeToo movement if it happened today. She's a clown who shouldn't have gotten a chance to go on TV and make excuses for her abhorrent behavior. Enjoy jail, you liar. Bridgegate",N
1.12E+18,"On the $11 million taxpayer-funded Mastro Report commissioned by Chris Christie and run by Rudy Giuliani's deputy mayor Randy Mastro that slut-shamed Bridget Kelly...Kelly tells @maddow: ""It was a year before the MeToo Movement, but it was that...What they did to me was sinful."" ",F
1.12E+18,"All over the world, women are taking the initiative and letting their voices be heard. In this day of the MeToo movement, this book, Power Up, Super Women, is an awesome compliment to the philosophy that now is the time to step out 
 powerupsuperwoman ",F
1.12E+18,"By entering the race, pervert @JoeBiden single handedly kills the metoo movement. ",F
1.12E+18,"SHAME ON LIBS!!! The Witch Hunt called MeToo movement is even spreading thru Farms across the Christian Constitutional Conservative America (USA). When will evil Dems get enough? LockHerUp QAnon Trump:raised_back_of_hand:

",A
1.12E+18,Alyssa Milano supports Creepy Joe - whatever happened to the MeToo movement @CNN @MSNBC ,N
1.12E+18,MeToo creator Tarana Burke wants the current movement to be more inclusive to people of all genders.  via @HuffPostWomen,N
1.12E+18,I had no idea Joe Biden was also the father of the MeToo Movement when he attacked Anita Hill,N
