1121775460344630000,"Can the MeToo movement please explain this to me? When I received my training on SexualHarrassment, everything this Female Comedian does to this Gay Man &amp; athlete is illegal. I'm horrified for him. Someone explain. Now. ",Y
1121765118889620000,"As a woman and a member of the metoo movement, I do not want to get to a space where people are afraid to touch each other. Touch, along with smiles, kind words, and more—so important.",Y
1121761596697670000,"2017: MeToo explodes &amp; @TIMESUPUK movement is born. Someone resigns from government for “touching someones knee”. A new wave of feminism begins... 2019: The dust has settled... 
Stupid and poignant &amp; quite funny Nottingham
 ",Y
1121760884441990000,"The results are in! The MeToo movement is arguably one of the country’s most impactful and publicized movements in recent times. Take a look at feedback on the movement through the Black lens! EBONYAttitudes  

",Y
1121759486933370000,"Why JOE ""FEELIN'"" BIDEN won't win Democrat nomination:
Needs to win over party members than are radical left
Touchy-feely behavior KO by MeToo Movement
Self-confessed gaffe machine
Escape long poor decisions on record
Turns 78 days after 2020 election

However, FAVORED TO WIN!!",Y
1121756047344130000,"Liberals have long feared that conservatives would make use of the MeToo movement to attack Democratic politicians, and the first allegation against Fairfax did come to light through conservative media. ",Y
1121751431604770000,"""the ultimate object of his affections ... is … his doe-eyed undocumented Albanian maid""

HAVE WE LEARNED NOTHING FROM THE METOO MOVEMENT THAT THE SEXUAL EXPLOITATION OFNUNDOCUMENTED WORKERS IS NOW A OK FOR PSEUDO ROMANCES?!?!

",Y
1121747932687020000,ANITA HILL wants accountability :unamused_face:wow ... shameful how women abused the metoo movement :unamused_face:@JoeBiden BEEEEEN SAID HE REGRETS HE DIDNT BELIEVE HER ect. :unamused_face:EVERYBODY scared of JOE BIDEN:unamused_face:it’s aggy:sneezing_face:,Y
1121746425514090000,Finally women came with metoo movement to talk about their experiences of sexual assaults and I guess its time for men to come up with a movement to get rid of this social stigma of men that shouldn’t talk about their feelings.... etc men are humans too ,Y
1121740270645720000,"This story is typical. The bad guy gets to become a supreme court justice and those that tried to stop him didn’t do enough, so let’s have eight years of a pussy grabbing president. The MeToo purest view of the world is a movement that only one side recognizes, so good men...",Y
1121734888271630000,"Just in... The Earth joins the MeToo movement.. 
No means No.. ",Y
1121726204606910000,Why workplace sexual-harassment complaints keep climbing. Big increase since the beginning of the Metoo movement.  ,Y
1121723321534570000,The MeToo movement matters. Show your support by downloading the MNFST app and join the movement today :rocket:  metoo,Y
1121718254546900000,"If you can still vote for biden after reading Anita Hill's perspective, don't call yourself an ally of the MeToo movement. ",Y
1121686396299690000,Is taylor swift taking the piss out of the metoo movement by calling her next album Me? MeOutNow,Y
1121674007248460000,"If @NUSingapore wants to be the leading University in Asia, it has to recognize its failures, and prevent such atrocities from happening. Sexual misconduct should not happen, not now or ever. The MeToo  Movement should’ve taught NUS all that, but it didn’t.",Y
1121670041127180000,I’m just going to say it. We’ve fought so hard for the metoo movement and calling trump out for sexual assault yet you’re all so excited about @JoeBiden announcing his presidency.,Y
1121668003358110000,Russell Westbrook claimed that Lillard violated OKC in a way similar to the MeToo movement.,Y
1121660201671650000,The face of Japan's MeToo movement ,Y
1121651582926410000,"Fucking MeToo movement happening in this Fiargo castle in Final Fantasy VI. I’m not being disrespectful. I’m being serious. It’s creepy and weird. 

King is creeping on main character and the staff is talking about how he does it to everyone. 

Ugh. CRINGE.",Y
1121643336811420000,"All harassment is not the same. Some women, honestly, face harsher treatment after the fact. Let's not act like MeToo didn't center one group's treatment over another's, despite the creator behind the movement. I'm not afforded naivete in this skin.",Y
1121642550509440000,"If the Democrat Party, the so-called 'official endorsers"" of the MeToo movement, allows perverted ""Pedo-Joe"" to run for POTUS with impunity, it will backfire on them on a level never before seen in the history of their Party.

",Y
1121636955689610000,"2 YEARS of Liberals banging on  Identity Politics drum. 
Lambasting old, White men &amp; how we need leaders who are more intersectional. 
Feminists weaponizing the MeToo movement as means to castigate men. 

So naturally Libs go all in on JoeBiden2020 
CreepyJoe
LiberalHypocrisy",Y
1121630541122430000,"“It’s definitely going to come up”
“I don’t know how exactly he is going to handle it, but there will be scrutiny of the Anita Hill issue, which I think resonates in a different way today. So he has to be able to respond to it in the context now of the MeToo movement”",Y
1121630116809830000,What happened to the MeToo movement? Why aren’t they saying we don’t want rapists to vote???,Y
1121630099114040000,The MeToo founder says the movement isn't just for women ,Y
1121626889687220000,"AnitaHill isn't accepting JoeBiden's utterly insincere apology &amp; neither would I: it would only be real if he removed ClarenceThomas from the US SupremeCourt; short of that, it's just a cynical maneuver to neutralize the MeToo movement...
",Y
1121605653255140000,"

Where is the metoo movement. These people are sexually assaulting the earth. The earth was not able to consent to this.",Y
1121603832834770000,"Cant believe the defense from the masses about Michael Jackson. Aren't we supposed to support the metoo movement? Does it not count because its boys and not girls? 
LeavingNeverland",Y
1121592751475160000,Don’t usually get political on here but I was confused. Does the MeToo movement only apply to one party?,Y
1121591514230970000,"Bridget Kelly to @Rachel @maddow: Some of the coverage of her would fall under the MeToo movement if it happened today.

AH???... Cuz you just gotta smile in front of those naughty boys when you hold children on school buses for hours and hours??",Y
1121590357714670000,"Prior to the Metoo movement beginning, there were sluts in SanFrancisco wishing to make themselves normative to culture, and demanding an end to stigma against them, I think?

Anyway, when are they coming back? Protest trends like that return, right?

UFOJokes AliensToo:alien: ",Y
1121589978637720000,"Bridget Kelly said some of the coverage of her would fall under the MeToo movement if it happened today. She's a clown who shouldn't have gotten a chance to go on TV and make excuses for her abhorrent behavior. Enjoy jail, you liar. Bridgegate",Y
1121589772642870000,"On the $11 million taxpayer-funded Mastro Report commissioned by Chris Christie and run by Rudy Giuliani's deputy mayor Randy Mastro that slut-shamed Bridget Kelly...Kelly tells @maddow: ""It was a year before the MeToo Movement, but it was that...What they did to me was sinful."" ",Y
1121586448094960000,"All over the world, women are taking the initiative and letting their voices be heard. In this day of the MeToo movement, this book, Power Up, Super Women, is an awesome compliment to the philosophy that now is the time to step out 
 powerupsuperwoman ",Y
1121585615831620000,"By entering the race, pervert @JoeBiden single handedly kills the metoo movement. ",Y
1121583902081130000,"SHAME ON LIBS!!! The Witch Hunt called MeToo movement is even spreading thru Farms across the Christian Constitutional Conservative America (USA). When will evil Dems get enough? LockHerUp QAnon Trump:raised_back_of_hand:

",Y
1121582090716240000,Alyssa Milano supports Creepy Joe - whatever happened to the MeToo movement @CNN @MSNBC ,Y
1121577638366250000,MeToo creator Tarana Burke wants the current movement to be more inclusive to people of all genders.  via @HuffPostWomen,Y
1121568951387980000,I had no idea Joe Biden was also the father of the MeToo Movement when he attacked Anita Hill,Y
1121566103728260000,Are the Democrats totally ignoring the MeToo movement by letting Bernie Sanders and Joe Biden represent them given the history of accusations about them and their campaign staffs?,Y
1121565054749540000,Michael Fassbender ex girlfriend's claims of abuse resurface - this man beat her and dragged her with his car and why is he still working??? MeToo Movement get on this!  ,Y
1121558484934430000,Top story: @TheRightMelissa: '@realDonaldTrump “Creepy Joe” would be more appropriate. Watch his behavior towards young girls. But don’t worry the fake metoo movement won’t care because they DONT care about women. They…  see more ,Y
1121556306589100000,"You realize Joe is one of the reasons we have a MeToo movement, right? And not because he's spent time helping these victims, but be a use he made people victims. ",Y
1121553834323720000,The MeToo founder says the movement isn't just for women ,Y
1121548186290680000,"The MeToo moment may have passed, but the movement it sparked is far from over.  In this episode of the Filevine Fireside, we visit with attorney Jean Hyams to learn about her life, her work, and her mission as a MeToo-Movement Lawyer.  legalpodcasts",Y
1121544162044780000,MeToo creator Tarana Burke wants the current movement to be more inclusive to people of all genders.  via @HuffPostWomen gender metoo mentoo,Y
1121543614591490000,Groping Joe Biden is officially running. How real is the MeToo movement? It ought to be boycotting this molester!,Y
1121538281299030000,"""If your reaction to every movement that seeks to empower women and refuses to ""hide the gemena"", is ""that is Western"", maybe consider becoming a bit more ""Westernized"" yourself. Come into the light. It's warmer for everybody here."" @Ermikwg MeTooEthiopia Ethiopia MeToo",Y
1121537183939100000,"""It's time we look in the mirror and fix our own problems as well. Sexual Assault/Molestation/Rape is something that has been prevalent in the Habesha community for generations. IT MUST STOP NOW!  THE MOVEMENT HAS BEGUN!"" @lily_tesfaye MeTooEthiopia MeToo @PMEthiopia",Y
1121537107405620000,2 years ago at the start of the MeToo movement @JoeBiden should have contacted AnitaHill &amp; asked for a face-to-face meeting. Mr. Biden had to do something before announcing his candidacy for 2020. Ms. Hill’s response is spot on!  ,Y
1121529708083080000,The MeToo movement hasn’t done anything for Black people. Black women don’t receive real justice and Black men are unjustly accused. Another chess move for white supremacy.,Y
1121528036434690000,"Huh... Soooooo... I think NOT! Why? Because MeToo, that's why! If he needed a freaking movement to realize ""the error of his ways"", he's not only completely oblivious AND gross, he's NOT sorry! Just say ""NO"" to @JoeBiden  AND BlueNoMatterWho EstablishmentJoe 
CorporatePuppets ",Y
1121525202024790000,Anyone else suspect that in this current ducked up world the metoo movement in a few years - will change to woman complaining men don’t make moves on them anymore - predicting now 2022 or sooner we’ll have whynotme trending?,Y
1121522651611190000,For moths I’ve been saying the Anita Hill hearings were going to hurt Joe if he ever decided to run in the post MeToo movement world. They didn’t even wait 24 hours. ,Y
1121520526151780000,GeorgeConway is a stunning example of how to be a horrible husband. Why isn't the MeToo movement outraged at his behavior? What kind of catholic is he? Not mine for sure.,Y
1121511198833380000,"All over the world, women are taking the initiative and letting their voices be heard. In this day of the MeToo movement, this book, Power Up, Super Women, is an awesome compliment to the philosophy 
 powerupsuperwoman ",Y
1121510414901220000,The MeToo founder says the movement isn't just for women ,Y
1121507136020810000,Just like that the metoo movement is over. ,Y
1121505906951370000,Where's all the MeToo movement comments about CreepyUncleJoe and his handling and touching of women without their permission. pervert @JoeBiden ,Y
1121504483585010000,"As survivors around the world are speaking out against sexual misconduct, migrant women and girls on the southern US border live in the shadows of the MeToo movement, where sexual violence most often goes unreported, uninvestigated and unprosecuted. SAAM
",Y
1121504331298210000,"Same here, and I support the metoo movement also. 
But Franken was treated unfairly ",Y
1121504153635890000,"""We need to create a dialogue about consent in queer relationships and how that fits into the overall [MeToo] movement."" We agree! ",Y
1121501346518180000,"In the age of the MeToo movement, Donald Trump is the NotMe president.",Y
1121501089730260000,"Disgusted that the new James Bond movie is being made to reflect modern attitudes and bearing in mind the MeToo movement.

They have gutlessly bowed to offencemonger morons like this one.

I, for one, will not be watching this watered-down bollocks. ",Y
1121491244557980000,"My GF already filed a complaint with head of Security at @WholeFoods Westchase HTX last year, seemed to remove nasty SecurityGuard from the job a few months, but his lewd, creepy stalking has RESUMED! Where's the justice from metoo movement when authority figures abuse power???",Y
1121486062646370000,The MeToo founder says the movement isn't just for women ,Y
1121485531509080000,"""The MeToo movement gave a voice to silenced women – so why are films about it all made by men?"" A damn good question.  women Feminism ",Y
1121482843400630000,"April is Sexual Assault Awareness Month. In the context of the MeToo movement, know that we are here to connect you to resources or provide support around sexual misconduct in the workplace.

Learn More:


",Y
1121477584657770000,"Oprah MeToo TimesUp Movement Ignores ""Migrant"" Gang Rapists Who Walk Free  via @YouTube",Y
1121476633867590000,"Isn't it ironic that @JoeBiden is so popular a candidate, despite having several women making allegations towards him. Funny how MeToo movement is so selective about who they'll go after - and who they WON'T... same with that cad BillClinton. I'm not surprised though.",Y
1121470225583680000,Biden is the exact reason for the METOO movement. Is the DNC so out of touch that they didn't beg him to reconsider. 2020 I smell womens hair as a way of connecting w them....CreepyJoe ,Y
1121470044809110000,"The metoo movement was about personal rights first. Secondly, it was about power. Ultimately, a lot of this comes down to money and power. I have zero faith that the public will get the full story from a documentary which did not listen to all sides.",Y
1121465105865220000,"""....imagine the barriers that women of color and immigrant women, confronting destructive policies and racist attitudes must overcome, to be believed.""

Join us for next Tuesday's ""Latinas &amp; the MeToo Movement,... ",Y
1121460899951280000,"The masculine patriarchy ruled society when this photo was taken of me. Times have changed immensely, yet we still have a long way to go. 

How can men survive and thrive during the MeToo movement? Read my blog post to learn how  ",Y
1121460697504740000,"James Gunn is back directing Guardians  of the Galaxy 3.
Guess they just spit in the face of your whole MeToo movement.
Scandals come out about him during the heat of things so the fire him to appease the movement then hire him back when you dont care about the movement anymore",Y
1121449189513280000,metoo I’m confused. We have this movement going on but every music video and reality show is teaching our young women how to be ho’s. Can someone get focused on that? Ijs,Y
1121448178065330000,Are you man enough? With the much needed celebration of feminine empowerment we’re forgetting to celebrate all aspects of masculinity. Society needs to learn a lesson from the MeToo movement to raise healthy strong &amp; sensitive men without sexism homophobia Emotionaldisorder,Y
1121445038628590000,"Handsy Joe Biden announces bid for presidency, and the metoo movement is now officially dead, killed by the (D) party and the fakenews media.",Y
1121438019997920000,"Looking forward to talking here with @Shannonmoloney4. Hoping it'll be a tonic for any woman who's experienced everdaysexism or can add their experience to the metoo movement. So many of us have been there, esp in Sport, but @Lewes_cfc are actually doing something about it :oncoming_fist::oncoming_fist: ",Y
1121434931836650000,Joe Biden's candidacy reminds women everywhere that the metoo movement still has a long way to go.,Y
1121431821860970000,"I'm still waiting for the outrage from the MeToo movement that Biden is running, especially on behalf of the kids. It's bad enough if someone like CreepyUncleJoe indecently touches women, but what about the little girls? Who is standing up for them? sexualpredators ",Y
1121431428481340000,Fantastic progress! How the MeToo movement has created positive change (from increased collaboration to leading by example) in the businesses of these women entrepreneurs:  via @FastCompany womeninbiz femaleentrepreneur ,Y
1121430331742200000,"And just like that, the metoo movement disappeared and went silent. BecauseSorosSaidSo LiberalHypocrisy101 ",Y
1121419150415620000,"In his public announcement of Biden2020 this morning CreepyUncleJoe effectively ended the MeToo movement. The new  will now be itsjust(namehere)being(namehere). Again Democrats have exposed themselves as fraudulent. @cspanwj 
CreepyJoe 
WalkAway 
WalkAwayFromDemocrats",Y
1121413966570360000,"How do we support the MeToo Movement through the law? Come out and watch Linda Silver Dranoff at the Black Box Theatre as she investigates the legal system and how we can improve the status of women halt the violence many suffer. 

Admission is free. 

 ",Y
1121412934675180000,Joe Biden is the Democratic Party's only hope of victory. Pray he is on the ballot and does not become the latest figure to fall to the MeToo movement.,Y
1121411195595030000,"And just like that the metoo movement disappeared and was replaced with Biden2020 
Oh the LiberalHypocrisy",Y
1121410646002880000,Joe Biden Sends MeToo Movement to the Back of the Bus As Documented Groper Enters Race for President (VIDEO) @gatewaypundit ,Y
1121405758904710000,"Anti-American @dnc Liberal Democrats own Creepy Uncle Joe - Look at this young girls body language as she pulls away from @JoeBiden the way a victim pulls away from there rapist who is still running loose. 

More proof that metoo movement is a JOKE ",Y
1121405072053800000,ADOS is anti woman and anti LGBTQ. They say the Metoo movement and gay rights are just ways to drag black men down. Really? ADOSistrash,Y
1121405018295410000,"Seconds after Biden announced, older relatives across the country rushed to do their vocal exercises so they can really nail the delivery of the phrase, “If you ask me, the MeToo movement just went too far.”",Y
1121403322743890000,The MeToo movement has shown that there is much work still to be done to end workplace harassment on campaigns and in progressive spaces. Check out this  @MotherJones piece on how Bright Compass is leading this fight! ,Y
1121401622695900000,"Now, watch as Democrats the Leftist media propaganda brigade bloviate Biden, a man who discretely touches girls breasts. Suddenly, the MeToo Movement will have a bad case of Amnesia, and Femanatzis will hand in their badges until 45 is elected, AGAIN! 

",Y
1121400550501810000,"Only if your a hypocrite :face_with_tears_of_joy::face_with_tears_of_joy: I mean my god the MeToo movement still has allowed Slick Willies statues to stay erect! JS
ThursdayThoughts GropinJoe ",Y
1121399653348590000,"The MeToo movement has forced employers to think about implementing more “black &amp; white” policies



@BarbaraRKay @SuzanneVenker @thebettinaarndt @christobartley @CHSommers @SuzanneVenker @MartinDaubney @Suffragentleman @SlaughterAM @drjuliashaw @Rach_IC",Y
1121394015457490000,"This is why I wrote my 4th book, Sacred Wandering. It’s actually after the MeToo &amp; ChurchHurt movement grew like wildfire that I realized: 

I wasn’t alone.

I needed to give voice to my story.

It’s time to build awareness.

Survivors gave me courage to speak/write.
Thank you! ",Y
1121393944108000000,"Let's see if the MeToo movement is really as powerful and ""nonpartisan"" as claimed. They went after Supreme Court Justice  Kavanaugh with way less evidence than @JoeBiden  
 ...very interesting days.",Y
1121389714626490000,Watching the liberal mainstream media all drop the MeToo movement the moment Joe Biden announced has been hilarious to watch. ,Y
1121387220101990000,"We live in a strange time when metoo is a movement yet women are objectifying themselves more than any time in history

*Girl posts photo in bikini showing off bare butt :right_arrow: caption about wanting to be treated equal :right_arrow: rewarded by millions of followers* Thursdaythoughts",Y
1121385190826370000,Before the metoo movement anitahill never had a chance.  But Biden won't easily slide past this transgression.  This might be his undoing.,Y
1121380998636350000,"In his public announcement of Biden2020 this morning CreepyUncleJoe effectively ended the MeToo movement. The new  will now be itsjust(namehere)being(namehere) again the Democrats have exposed themselves as fraudulent. @cspanwj 
CreepyJoe 
WalkAway 
WalkAwayFromDemocrats",Y
1121380214058170000,How you even the METoo movement you trump supporter. Yes he has his personal legal troubles but @MichaelAvenatti  is NOT destroying America. And he along w/@StormyDaniels  &amp; @MichaelCohen212 show America @realDonaldTrump is the real liar &amp; criminal &amp; the Nut NEEDS 2 GO  :United_States::victory_hand::red_heart: ,Y
1121377026814800000,"Any Dem supporting @JoeBiden can never say anything about the MeToo movement or criticize repubs for sexism. Even more key, they can’t say they care about black &amp; brown lives. Joe wrote the Crime Bill which led to the incarceration of many POC, &amp; he opposes cannabis legalization",Y
